Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato
19/10/2022,Torino,Barriera di Milano,via Errico Petrella 19,120000,95,1,0,4,1,1800,Buono / Abitabile
19/10/2022,Torino,Barriera di Milano,via Errico Petrella 19,85000,95,2,0,3,1,1800,Buono / Abitabile
21/04/2023,Torino,Barriera di Milano,via BELMONTE 15,49000,37,0,1,1,1,2000,Buono / Abitabile
27/02/2023,Torino,Barriera di Milano,via Giovanni Pierluigi da Palestrina 15,55000,68,1,1,2,1,1955,Ottimo / Ristrutturato
01/02/2023,Torino,Aurora,corso Novara 36,99000,87,2,1,3,1,1970,Buono / Abitabile
01/03/2023,Torino,Barriera di Milano,via pont 6,84000,86,0,0,4,1,1940,Ottimo / Ristrutturato
13/01/2023,Torino,Aurora,Lungo Dora Napoli 50,45000,50,1,0,2,1,1950,Da ristrutturare
13/01/2023,Torino,Barriera di Milano,via Valprato 69,392000,221,0,1,4,2,2022,Nuovo / In costruzione
09/11/2022,Torino,Aurora,Lungo Dora Napoli 18,56000,65,2,0,3,1,1960,Da ristrutturare
18/04/2023,Torino,Barriera di Milano,via Antonio Banfo 59,47000,98,2,0,4,2,1980,Da ristrutturare
17/10/2022,Torino,Aurora,da ristrutturare,160000,150,1,1,5,2,1951,Da ristrutturare
20/03/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 55,65000,52,2,0,2,1,1955,Buono / Abitabile
22/10/2022,Torino,Barriera di Milano,via Muzio Clementi 21,49500,60,1,1,2,1,1960,Da ristrutturare
07/04/2023,Torino,Barriera di Milano,corso Novara 53,105000,79,5,1,3,1,1966,Ottimo / Ristrutturato
06/04/2023,Torino,Aurora,corso Principe Oddone 42,210000,110,3,1,5,1,1930,Ottimo / Ristrutturato
17/04/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 68,59000,80,5,1,3,1,1960,Ottimo / Ristrutturato
12/04/2023,Torino,Barriera di Milano,via Alagna 3,200000,170,4,1,3,2,2000,Ottimo / Ristrutturato
17/02/2023,Torino,Aurora,corso Regio Parco 37,230000,113,3,0,4,2,1900,Buono / Abitabile
24/10/2022,Torino,Aurora,corso Giulio Cesare 39,68000,71,9,1,2,1,1965,Da ristrutturare
12/10/2022,Torino,Aurora,corso Regina Margherita 148,105000,45,4,0,2,1,1900,Buono / Abitabile
14/04/2023,Torino,Rebaudengo,corso Vercelli,79000,70,4,1,3,1,1960,Da ristrutturare
08/05/2023,Torino,Rebaudengo,via Gottardo 37,60000,60,2,1,2,1,1980,Da ristrutturare
08/04/2023,Torino,Aurora,via Varese,198000,124,3,1,4,1,1940,Buono / Abitabile
21/04/2023,Torino,Barriera di Milano,via Chatillon 3,27900,41,0,0,2,1,1940,Ottimo / Ristrutturato
21/03/2023,Torino,Barriera di Milano,via SEMPIONE,89000,70,3,1,3,1,1950,Ottimo / Ristrutturato
06/10/2022,Torino,Barriera di Milano,via Valprato 69,345000,111,0,1,5,2,2022,Nuovo / In costruzione
27/03/2023,Torino,Barriera di Milano,via Verres 1,69000,60,5,1,2,1,1960,
06/10/2022,Torino,Barriera di Milano,via Valprato 69,245000,80,0,1,3,2,2022,Nuovo / In costruzione
05/05/2023,Torino,Barriera di Milano,via Monte Rosa 81,77000,65,3,1,3,2,1950,Ottimo / Ristrutturato
22/03/2023,Torino,Aurora,via Padova 5,59000,45,4,1,2,1,1930,Buono / Abitabile
04/04/2023,Torino,Rebaudengo,via roppolo 2,49900,45,3,1,2,1,1968,Da ristrutturare
21/03/2023,Torino,Barriera di Milano,via Pont  1,39000,52,3,1,2,1,1955,Buono / Abitabile
09/05/2023,Torino,Barriera di Milano,via montanaro 25,210000,148,0,0,5,3,1900,Buono / Abitabile
13/04/2023,Torino,Aurora,corso Principe Oddone 38,199000,112,2,0,4,3,1940,Ottimo / Ristrutturato
18/03/2023,Torino,Barriera di Milano,via Monte Rosa 63,69000,115,0,0,4,1,1928,Buono / Abitabile
23/11/2022,Torino,Barriera di Milano,corso Vercelli 94,43000,50,1,0,2,1,1967,Buono / Abitabile
29/09/2022,Torino,Rebaudengo,via Federico Patetta 12,64000,60,2,1,2,1,1965,Buono / Abitabile
31/03/2023,Torino,Barriera di Milano,via CHIUSELLA 17,59000,84,1,0,3,1,1950,Buono / Abitabile
01/02/2023,Torino,Barriera di Milano,via Scarlatti,59000,58,0,0,2,1,1980,Da ristrutturare
20/04/2023,Torino,Rebaudengo,via Rocco Scotellaro 43,94000,100,8,1,4,1,1970,Buono / Abitabile
02/05/2023,Torino,Barriera di Milano,V.Vestignè 3,42000,40,1,0,2,1,1940,Buono / Abitabile
08/05/2023,Torino,Rebaudengo,via Silvestro Lega 4,260000,150,0,0,4,2,2001,Ottimo / Ristrutturato
23/03/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 73,50000,64,6,1,2,1,1980,Buono / Abitabile
27/09/2022,Torino,Barriera di Milano,via Saverio Mercadante 15,52000,65,1,1,2,1,1965,Da ristrutturare
17/04/2023,Torino,Barriera di Milano,corso Vercelli 129,115000,60,1,1,2,1,1980,Buono / Abitabile
05/04/2023,Torino,Barriera di Milano,piazza Ottorino Respighi 9,145000,80,2,1,3,1,1958,Ottimo / Ristrutturato
10/02/2023,Torino,Barriera di Milano,via Alessandro Scarlatti 31,59000,58,0,1,2,1,1970,Da ristrutturare
16/11/2022,Torino,Aurora,corso Regina Margherita 144,88000,45,3,1,2,1,1950,Ottimo / Ristrutturato
20/09/2022,Torino,Aurora,corso 11 Febbraio 27,250000,125,1,1,4,2,1960,Ottimo / Ristrutturato
18/11/2022,Torino,Aurora,corso Regina Margherita 144,88000,45,3,1,2,1,1950,Ottimo / Ristrutturato
21/09/2022,Torino,Barriera di Milano,via Puccini  5,129000,78,3,1,3,1,2016,Ottimo / Ristrutturato
15/12/2022,Torino,Aurora,via Varese,89000,94,2,1,4,1,1933,Buono / Abitabile
20/01/2023,Torino,Barriera di Milano,via Lombardore,89000,94,2,1,4,1,1933,Buono / Abitabile
04/04/2023,Torino,Barriera di Milano,via Monte Rosa 30,49000,55,3,0,2,1,1970,Buono / Abitabile
24/03/2023,Torino,Rebaudengo,piazza Conti di Rebaudengo,180000,178,3,1,5,3,1980,Ottimo / Ristrutturato
04/03/2023,Torino,Barriera di Milano,via MALONE 44,119000,85,2,1,3,1,2000,Ottimo / Ristrutturato
12/01/2023,Torino,Rebaudengo,corso Vercelli 177,64000,65,8,1,2,1,1965,Buono / Abitabile
13/09/2022,Torino,Aurora,via Varese 2,129000,100,4,1,4,1,1930,Buono / Abitabile
02/05/2023,Torino,Aurora,corso Giulio Cesare 55,24900,45,2,0,2,1,1900,Buono / Abitabile
02/05/2023,Torino,Aurora,corso Giulio Cesare 55,69900,65,2,0,4,1,1900,Buono / Abitabile
05/05/2023,Torino,Aurora,corso 11 Febbraio 27,250000,125,1,1,4,2,1960,Ottimo / Ristrutturato
14/02/2023,Torino,Aurora,via Bra 10,49900,55,1,0,2,1,1959,Ottimo / Ristrutturato
08/09/2022,Torino,Barriera di Milano,via Rondissone 26,65000,74,2,1,3,1,1960,Buono / Abitabile
23/03/2023,Torino,Aurora,via Sigismondo Gerdil,95000,99,2,0,3,2,1950,Ottimo / Ristrutturato
06/05/2023,Torino,Barriera di Milano,via Goletta,127000,95,2,0,3,2,1960,Ottimo / Ristrutturato
13/04/2023,Torino,Quadrilatero Romano,via Delle Orfane 29,195000,134,1,0,5,1,1930,Da ristrutturare
17/04/2023,Torino,Barriera di Milano,via Umberto Giordano 12,45000,60,5,1,2,1,1960,Buono / Abitabile
07/09/2022,Torino,Barriera di Milano,via Valprato 26,32000,64,2,0,3,1,1940,Buono / Abitabile
02/05/2023,Torino,Barriera di Milano,via Monte Rosa 129,125000,118,0,0,5,1,1950,Ottimo / Ristrutturato
03/11/2022,Torino,Barriera di Milano,via Gaspare Spontini,460000,512,4,0,5,3,1950,Buono / Abitabile
22/12/2022,Torino,Barriera di Milano,via pont 14,24900,52,1,0,2,1,1940,Buono / Abitabile
27/02/2023,Torino,Aurora,corso Palermo 82,205000,90,3,1,4,2,2009,Ottimo / Ristrutturato
06/05/2023,Torino,Barriera di Milano,via Ruggero Leoncavallo 45c,229000,166,3,1,5,2,1980,Buono / Abitabile
20/01/2023,Torino,Aurora,via Piossasco 24,39000,50,5,0,2,1,1960,Buono / Abitabile
25/01/2023,Torino,Barriera di Milano,via Monte Nero 5,29000,50,2,1,2,1,1940,Da ristrutturare
01/03/2023,Torino,Barriera di Milano,via bairo 3,49900,75,3,0,3,1,1960,Da ristrutturare
16/11/2022,Torino,Barriera di Milano,via Saverio Mercadante 46,69900,82,4,1,3,2,1950,Buono / Abitabile
14/03/2023,Torino,Aurora,via Bra,58900,65,4,0,3,1,1935,Ottimo / Ristrutturato
03/04/2023,Torino,Barriera di Milano,via Leinì 48,89000,77,2,0,3,1,1950,Ottimo / Ristrutturato
20/03/2023,Torino,Aurora,via Rovigo 7,80850,88,3,1,3,1,1958,Da ristrutturare
20/03/2023,Torino,Aurora,via Rovigo 7,84240,92,3,1,3,1,1958,Da ristrutturare
18/03/2023,Torino,Aurora,via Rovigo 7,80080,92,3,1,3,1,1958,
20/03/2023,Torino,Aurora,via Rovigo 7,72000,83,3,1,3,1,1958,Da ristrutturare
29/07/2022,Torino,Barriera di Milano,via Aosta 121,87000,130,2,0,4,2,1970,Da ristrutturare
25/04/2023,Torino,Barriera di Milano,via Tollegno 39,260000,145,7,1,4,2,1980,Ottimo / Ristrutturato
20/01/2023,Torino,Barriera di Milano,via spontini 4,68500,77,4,1,3,1,1960,Buono / Abitabile
18/04/2023,Torino,Rebaudengo,via Campobasso 35,165000,110,4,1,4,1,2000,Ottimo / Ristrutturato
02/05/2023,Torino,Barriera di Milano,via Franco Alfano 5,155000,110,2,1,4,2,1970,Buono / Abitabile
26/07/2022,Torino,Barriera di Milano,via Borriana 8,70000,65,0,0,3,1,1948,Da ristrutturare
12/09/2022,Torino,Aurora,via Salerno,19500,28,4,0,1,1,1900,Buono / Abitabile
14/02/2023,Torino,Barriera di Milano,corso Giulio Cesare 148,75000,80,3,1,3,1,1939,Buono / Abitabile
29/11/2022,Torino,Rebaudengo,via Vistrorio 40,133000,90,4,1,3,1,1970,Ottimo / Ristrutturato
08/11/2022,Torino,Rebaudengo,via Giovanni Poggio 21,89000,90,3,1,3,1,1970,Da ristrutturare
28/02/2023,Torino,Barriera di Milano,via Brandizzo 91/A,38900,47,4,0,2,1,1950,Ottimo / Ristrutturato
06/03/2023,Torino,Barriera di Milano,via Francesco Cigna 156,54900,51,2,1,2,1,1940,Da ristrutturare
01/02/2023,Torino,Aurora,via Ravenna,105000,60,0,0,3,1,1980,Ottimo / Ristrutturato
09/05/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 76,70000,50,1,1,2,1,1966,Buono / Abitabile
20/09/2022,Torino,Aurora,corso Regina Margherita 144,220000,100,3,1,4,2,1950,Ottimo / Ristrutturato
08/07/2022,Torino,Barriera di Milano,via G  Spontini 28,290000,250,0,0,5,1,1930,Ottimo / Ristrutturato
05/07/2022,Torino,Aurora,corso Vercelli 28,48000,50,0,0,2,1,1950,Buono / Abitabile
05/07/2022,Torino,Aurora,Lungo Dora Firenze 61,210000,80,0,1,4,3,1900,Ottimo / Ristrutturato
03/03/2023,Torino,Aurora,corso Regina Margherita 144,220000,100,3,1,4,2,1950,Buono / Abitabile
20/04/2023,Torino,Aurora,corso Palermo 38,97000,75,1,0,3,1,1940,Buono / Abitabile
01/02/2023,Torino,Barriera di Milano,via Pierluigi Palestrina 39,64900,67,5,1,3,1,1940,Buono / Abitabile
01/12/2022,Torino,Barriera di Milano,via Francesco Cigna 121,100000,54,2,1,2,1,2017,Ottimo / Ristrutturato
01/07/2022,Torino,Barriera di Milano,via Ozegna 17,65000,75,4,0,3,1,1930,Buono / Abitabile
17/02/2023,Torino,Rebaudengo,corso Vercelli 181,59000,65,3,1,2,1,1970,Da ristrutturare
14/02/2023,Torino,Rebaudengo,via Arturo Toscanini 12,83000,85,1,1,3,1,1971,Buono / Abitabile
27/03/2023,Torino,Aurora,via Mondovì,93000,60,6,1,2,1,1980,Da ristrutturare
08/05/2023,Torino,Barriera di Milano,via Alessandro Scarlatti,59000,58,1,1,2,1,1980,
18/03/2023,Torino,Rebaudengo,via Gottardo 37/A,129900,85,3,1,3,1,1970,Ottimo / Ristrutturato
22/12/2022,Torino,Barriera di Milano,corso Giulio Cesare 119/A,54900,73,1,0,3,1,1940,Buono / Abitabile
09/05/2023,Torino,Barriera di Milano,via Ruggero Leoncavallo 45/E,144000,130,1,1,4,2,1980,
08/05/2023,Torino,Aurora,via Perugia 5,79000,41,2,0,1,1,1940,Ottimo / Ristrutturato
06/03/2023,Torino,Barriera di Milano,corso Vercelli 97,42000,55,2,1,2,1,1960,Da ristrutturare
06/10/2022,Torino,Barriera di Milano,via Valprato 69,430000,149,0,1,5,2,2022,Nuovo / In costruzione
17/04/2023,Torino,Barriera di Milano,via Alessandro Scarlatti 29,59000,58,0,1,2,1,1989,Ottimo / Ristrutturato
20/04/2023,Torino,Rebaudengo,via Rocco Scotellaro 33,99900,100,9,1,4,1,1973,Buono / Abitabile
16/11/2022,Torino,Aurora,corso Giulio Cesare,179000,111,5,1,5,1,1960,Ottimo / Ristrutturato
18/06/2022,Torino,Aurora,via Maria Ausiliatrice 52,59000,22,1,0,1,1,1980,Ottimo / Ristrutturato
06/05/2023,Torino,Barriera di Milano,via Antonio Banfo 67,35000,37,2,0,2,1,1980,Buono / Abitabile
22/12/2022,Torino,Barriera di Milano,via Verrès 6,64900,60,0,1,2,1,1940,Ottimo / Ristrutturato
08/03/2023,Torino,Barriera di Milano,via Volpianoo 12,45000,61,4,0,3,1,1940,Ottimo / Ristrutturato
23/02/2023,Torino,Rebaudengo,corso Giulio Cesare 177,99000,75,6,1,3,1,1960,Ottimo / Ristrutturato
08/05/2023,Torino,Aurora,corso Principe Oddone,118000,70,5,1,3,1,1934,Buono / Abitabile
01/03/2023,Torino,Rebaudengo,corso Vercelli 177,59900,67,8,1,2,1,1970,Buono / Abitabile
25/11/2022,Torino,Barriera di Milano,via MONTEROSA 77,67900,64,3,1,3,1,1980,Ottimo / Ristrutturato
21/04/2023,Torino,Barriera di Milano,corso Vercelli 66,89900,99,2,1,4,1,1967,Buono / Abitabile
06/03/2023,Torino,Barriera di Milano,via CHIUSELLA 17,89000,110,3,0,5,1,1960,Da ristrutturare
09/06/2022,Torino,Barriera di Milano,via Montanaro,38000,48,2,0,2,1,1965,
07/03/2023,Torino,Barriera di Milano,piazza Francesco Crispi 59,60000,50,2,1,2,1,1980,Ottimo / Ristrutturato
14/04/2023,Torino,Barriera di Milano,via PARELLA 13,92000,145,4,0,5,1,1950,Da ristrutturare
12/07/2022,Torino,Rebaudengo,corso Vercelli 191,64000,75,3,0,3,1,1930,Ottimo / Ristrutturato
05/05/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 76,79000,80,2,1,3,1,1967,Buono / Abitabile
08/04/2023,Torino,Rebaudengo,via campobasso 12,149000,100,3,1,4,1,1970,Ottimo / Ristrutturato
21/04/2023,Torino,Barriera di Milano,via Antonio Banfo 58,49000,69,2,0,3,1,1930,Buono / Abitabile
01/03/2023,Torino,Barriera di Milano,via Malone,100000,90,4,0,3,1,1980,Buono / Abitabile
08/06/2022,Torino,Barriera di Milano,via Palestrina  29,39000,46,1,1,2,1,1960,Ottimo / Ristrutturato
08/05/2023,Torino,Aurora,via Brindisi 15,349000,520,0,0,3,3,1912,Da ristrutturare
27/05/2022,Torino,Rebaudengo,corso Vercelli 163,65000,65,4,1,2,1,1966,Da ristrutturare
18/03/2023,Torino,Barriera di Milano,corso Vercelli 129,109000,85,4,1,3,1,1960,Ottimo / Ristrutturato
15/02/2023,Torino,Barriera di Milano,piazza Crispi 59,68000,65,1,0,2,1,1940,Buono / Abitabile
21/02/2023,Torino,Barriera di Milano,via Renato Martorelli 37,35000,40,0,0,2,1,1980,Buono / Abitabile
23/05/2022,Torino,Aurora,via Borgo Dora 35,195000,130,1,0,5,1,1980,Da ristrutturare
18/07/2022,Torino,Aurora,via Giaveno 38,95000,78,2,1,3,1,1950,Ottimo / Ristrutturato
15/03/2023,Torino,Barriera di Milano,via Monte Nero 8,75000,75,3,1,3,1,1960,Buono / Abitabile
22/12/2022,Torino,Barriera di Milano,via Valprato 69,498400,190,2,1,4,2,2022,Nuovo / In costruzione
15/04/2023,Torino,Rebaudengo,corso Giulio Cesare,115000,120,4,1,5,1,1973,Buono / Abitabile
08/03/2023,Torino,Rebaudengo,piazza Conti di Rebaudengo 3/23,85900,80,2,0,4,1,1960,Buono / Abitabile
16/05/2022,Torino,Barriera di Milano,via Renato Martorelli 75,79000,75,3,1,3,1,1960,Ottimo / Ristrutturato
31/03/2023,Torino,Barriera di Milano,via Volpianoo 5,165000,136,3,1,5,1,1960,Ottimo / Ristrutturato
04/11/2022,Torino,Barriera di Milano,via Aosta 51,185000,92,2,1,4,2,1980,Buono / Abitabile
25/07/2022,Torino,Barriera di Milano,via Parella 13,149000,113,0,0,4,1,1980,
17/03/2023,Torino,Barriera di Milano,via Malone 22,73000,70,3,1,3,1,1980,Buono / Abitabile
25/07/2022,Torino,Aurora,via Urbino 34,69000,42,5,0,3,1,1980,Buono / Abitabile
04/04/2023,Torino,Rebaudengo,via Nicola Porpora 3,99000,55,6,1,2,1,1970,Nuovo / In costruzione
20/04/2023,Torino,Rebaudengo,corso Vercelli 247,119900,95,4,1,4,1,1967,Buono / Abitabile
10/01/2023,Torino,Aurora,corso Vercelli 11,268000,180,1,0,5,1,1950,Ottimo / Ristrutturato
29/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 174,70000,75,2,1,3,1,1952,Buono / Abitabile
09/05/2023,Torino,Rebaudengo,via San Germano 1,65000,60,1,0,2,1,1900,Buono / Abitabile
03/05/2022,Torino,Barriera di Milano,corso Giulio Cesare 146,79900,80,3,1,3,1,1948,Ottimo / Ristrutturato
01/05/2023,Torino,Barriera di Milano,via Soana 18,98000,103,2,0,1,1,1980,Buono / Abitabile
14/04/2023,Torino,Barriera di Milano,via BELMONTE 1,35000,55,2,0,3,1,1940,Buono / Abitabile
26/04/2023,Torino,Barriera di Milano,via Montanaro 8,69000,85,4,0,3,1,1980,Ottimo / Ristrutturato
16/03/2023,Torino,Aurora,corso Principe Oddone 82,165000,90,3,1,4,1,1929,Ottimo / Ristrutturato
13/09/2022,Torino,Barriera di Milano,via Monte Rosa 61,114900,110,4,0,4,1,1960,Ottimo / Ristrutturato
22/04/2022,Torino,Aurora,via CREMONA,115000,60,1,1,3,1,1980,Buono / Abitabile
14/04/2023,Torino,Barriera di Milano,piazza Francesco Crispi 55,44900,75,2,1,4,1,1930,Da ristrutturare
22/09/2022,Torino,Barriera di Milano,via Giovanni Paisiello 16,65000,60,1,1,2,1,1960,Ottimo / Ristrutturato
13/04/2023,Torino,Quadrilatero Romano,corso Regina Margherita 125,85000,45,1,0,2,1,1980,Buono / Abitabile
09/03/2023,Torino,Aurora,via Bernardino Lanino 2,154000,54,2,1,2,1,1609,Ottimo / Ristrutturato
11/07/2022,Torino,Barriera di Milano,via Desana 9,43000,55,0,1,2,1,1965,Buono / Abitabile
15/06/2022,Torino,Barriera di Milano,via Santhià 99,114900,97,3,0,5,2,1960,Ottimo / Ristrutturato
14/04/2022,Torino,Barriera di Milano,via Brandizzo 39,59000,58,5,1,2,1,1960,Ottimo / Ristrutturato
10/03/2023,Torino,Aurora,via Bra 5,75000,60,0,0,2,1,1930,Ottimo / Ristrutturato
06/04/2023,Torino,Aurora,via Lodi 19,350000,750,2,0,5,1,1930,Da ristrutturare
17/01/2023,Torino,Barriera di Milano,via Puccini 11,104900,90,3,0,5,2,1945,Buono / Abitabile
31/03/2023,Torino,Barriera di Milano,via Fossata 26,53000,36,1,0,2,1,1920,Da ristrutturare
07/03/2023,Torino,Regio Parco,via Carlo Goldoni 3,249000,84,1,0,3,2,1863,Nuovo / In costruzione
20/03/2023,Torino,Barriera di Milano,via lauro rossi 43/7,69000,70,0,1,3,1,1950,Buono / Abitabile
06/05/2023,Torino,Barriera di Milano,via Brandizzo 35,29000,40,4,0,2,1,1900,Da ristrutturare
21/02/2023,Torino,Aurora,piazza Don Paolo Albera 13,135000,180,0,0,4,3,1900,Buono / Abitabile
18/04/2023,Torino,Barriera di Milano,via Monte Rosa 59,85000,100,2,0,4,1,1950,Buono / Abitabile
15/03/2023,Torino,Aurora,via Bergamo 7,426000,112,3,1,3,2,2023,Nuovo / In costruzione
15/03/2023,Torino,Aurora,via Bergamo 7,380000,104,2,1,3,2,2023,Nuovo / In costruzione
10/09/2022,Torino,Barriera di Milano,via Brandizzo 96,57000,58,1,0,2,1,1960,Ottimo / Ristrutturato
21/04/2023,Torino,Aurora,via Francesco Cigna 63,149000,100,1,1,3,1,2004,Ottimo / Ristrutturato
15/03/2023,Torino,Barriera di Milano,corso Giulio Cesare 136,45000,56,5,0,2,1,1930,Buono / Abitabile
02/06/2022,Torino,Aurora,via Doberdò 8,80000,60,0,1,2,1,2008,Nuovo / In costruzione
23/12/2022,Torino,Barriera di Milano,via lauro rossi 43/7,63000,73,3,0,3,1,1950,Buono / Abitabile
07/03/2023,Torino,Barriera di Milano,via Pierluigi Palestrina 31,62000,73,7,1,3,1,1958,Ottimo / Ristrutturato
07/03/2023,Torino,Barriera di Milano,via MALONE 7,59000,85,1,0,3,1,1940,Buono / Abitabile
22/02/2022,Torino,Barriera di Milano,via Candia 12,105000,78,2,0,4,1,1950,
21/02/2022,Torino,Barriera di Milano,via Feletto 8,104000,63,1,1,2,1,2017,Nuovo / In costruzione
21/02/2022,Torino,Barriera di Milano,via Feletto 8,170000,101,1,1,4,2,2017,Nuovo / In costruzione
21/02/2022,Torino,Barriera di Milano,via Feletto 8,180000,106,1,1,4,2,2017,Nuovo / In costruzione
21/02/2022,Torino,Barriera di Milano,via Feletto 8,135000,82,1,1,3,1,2017,Nuovo / In costruzione
21/02/2022,Torino,Barriera di Milano,via Alberto Viriglio 30,65000,50,1,0,1,1,1980,Ottimo / Ristrutturato
16/05/2022,Torino,Barriera di Milano,via Feletto 35,60000,61,3,1,2,1,1980,Buono / Abitabile
21/06/2022,Torino,Aurora,via Pesaro,29000,20,0,0,1,1,1900,Buono / Abitabile
30/05/2022,Torino,Barriera di Milano,via Santhià 99,79000,66,2,0,3,1,1950,Ottimo / Ristrutturato
04/05/2023,Torino,Barriera di Milano,via lauro rossi 36/15,66900,75,3,0,3,1,1930,Ottimo / Ristrutturato
06/02/2022,Torino,Aurora,corso Novara 12,39000,40,2,0,2,1,1920,Buono / Abitabile
20/03/2023,Torino,Rebaudengo,piazza Conti di Rebaudengo 3/17,75000,70,3,0,3,1,1960,Buono / Abitabile
09/05/2023,Torino,Aurora,via Maria Ausiliatrice 52,97000,150,0,0,3,1,1950,Da ristrutturare
06/02/2022,Torino,Barriera di Milano,corso Giulio Cesare 126,69000,80,3,0,3,1,1950,Buono / Abitabile
07/03/2023,Torino,Barriera di Milano,via Francesco Cigna 119,195000,97,1,1,4,2,2017,Nuovo / In costruzione
18/01/2022,Torino,Barriera di Milano,via Saverio Mercadante 88,120000,88,1,1,3,1,1970,Buono / Abitabile
24/03/2023,Torino,Barriera di Milano,via Giovanni Paisiello 16,65000,60,1,1,2,1,1960,Ottimo / Ristrutturato
21/03/2022,Torino,Rebaudengo,corso Giulio Cesare 175,37000,40,5,1,2,1,1980,Da ristrutturare
29/11/2022,Torino,Barriera di Milano,via Leinì 109,34000,42,2,0,2,1,1950,Buono / Abitabile
12/04/2022,Torino,Barriera di Milano,via Alessandro Scarlatti 5,20000,25,4,0,1,1,1930,Buono / Abitabile
08/04/2022,Torino,Barriera di Milano,via Renato Martorelli,150000,90,1,0,3,2,1980,Ottimo / Ristrutturato
08/05/2023,Torino,Barriera di Milano,via Fossata,67500,70,0,0,2,1,1980,Da ristrutturare
21/03/2023,Torino,Barriera di Milano,via Candelo,80000,47,0,0,2,1,1967,Ottimo / Ristrutturato
21/01/2023,Torino,Aurora,via Aosta 16,72000,65,0,1,2,1,1963,Buono / Abitabile
05/10/2022,Torino,Rebaudengo,via Sandro Botticelli,98000,90,7,1,3,1,1962,Ottimo / Ristrutturato
19/12/2021,Torino,Rebaudengo,via cogne,210000,103,3,1,2,1,2021,Nuovo / In costruzione
19/12/2021,Torino,Rebaudengo,via cogne,150000,76,1,1,2,1,2021,Nuovo / In costruzione
19/12/2021,Torino,Rebaudengo,via cogne,155000,76,2,1,2,1,2021,Nuovo / In costruzione
17/12/2021,Torino,Rebaudengo,via cogne,250000,116,2,1,4,2,2021,Nuovo / In costruzione
17/12/2021,Torino,Rebaudengo,via cogne,245000,116,1,1,4,2,2021,Nuovo / In costruzione
17/12/2021,Torino,Rebaudengo,via cogne,250000,123,3,1,2,1,2021,Nuovo / In costruzione
04/04/2023,Torino,Barriera di Milano,via Desana 6,29900,40,2,0,2,1,1940,Buono / Abitabile
09/03/2023,Torino,Rebaudengo,via cogne 37,89000,75,1,1,3,1,1990,Ottimo / Ristrutturato
22/03/2023,Torino,Rebaudengo,piazza Conti di Rebaudengo 19,99000,87,6,1,4,1,1972,Buono / Abitabile
13/12/2021,Torino,Rebaudengo,corso Giulio Cesare 201,67000,55,6,1,2,1,1960,Buono / Abitabile
16/01/2023,Torino,Barriera di Milano,corso Vercelli,139000,125,2,0,5,2,1960,Buono / Abitabile
30/06/2022,Torino,Rebaudengo,piazza Conti di Rebaudengo 16,120000,58,2,1,2,1,2010,Ottimo / Ristrutturato
11/08/2022,Torino,San Donato,corso REGINA MARGHERITA,190000,100,8,1,4,2,1980,Ottimo / Ristrutturato
23/01/2023,Torino,Aurora,corso Ciriè 35,68000,50,3,1,2,1,1930,Buono / Abitabile
18/04/2023,Torino,Rebaudengo,via Guglielmo Reiss Romoli 4,52500,50,4,1,2,1,1960,Buono / Abitabile
24/03/2023,Torino,Rebaudengo,via Tronzano 15,67000,74,3,1,3,1,1970,Buono / Abitabile
04/05/2023,Torino,Aurora,Lungo Dora Napoli 6/4,29000,35,0,0,2,1,1900,Buono / Abitabile
05/05/2022,Torino,Barriera di Milano,via Pier Luigi Palestrina 4,20000,31,1,0,1,1,1930,Buono / Abitabile
04/05/2022,Torino,Barriera di Milano,via Salassa 5,49000,70,3,1,3,1,1930,Buono / Abitabile
05/05/2022,Torino,Aurora,via Alessandria 41,125000,70,1,1,3,1,1970,
07/03/2023,Torino,Aurora,via antonio cecchi 31,18000,30,0,0,2,1,1930,Buono / Abitabile
05/05/2022,Torino,Barriera di Milano,via Fossata 23,195000,80,0,0,2,2,1980,Da ristrutturare
07/02/2023,Torino,Barriera di Milano,via Sesia 11,69500,65,0,0,3,1,1900,Ottimo / Ristrutturato
09/01/2023,Torino,Barriera di Milano,via Lauro Rossi 26,39000,50,4,1,2,1,1960,Buono / Abitabile
17/11/2022,Torino,Aurora,via Sigismondo Gerdil 3,30000,30,0,0,2,1,1960,Buono / Abitabile
04/05/2022,Torino,Barriera di Milano,corso Palermo 102,59000,70,3,0,3,1,1980,Buono / Abitabile
25/10/2022,Torino,Barriera di Milano,corso Palermo 108,49000,45,1,1,2,1,1930,Buono / Abitabile
04/07/2022,Torino,Barriera di Milano,via Giovanni Paisiello 10/37,60000,57,3,0,2,1,1980,Ottimo / Ristrutturato
01/03/2023,Torino,Rebaudengo,via ravizza 7,49900,45,4,0,2,1,1940,Da ristrutturare
01/03/2022,Torino,Barriera di Milano,via Lombardore,55000,70,0,0,3,1,1980,Buono / Abitabile
