Ref.Data,Citta,Zona,Address,Price,Dimension (m2),Floor,Ascensore,Rooms,Bathrooms,Build.Date,Stato
05/05/2023,Torino,Cavoretto,via San Rocco 9,259000,150,3,No,5,2,1700,Ottimo / Ristrutturato
08/05/2023,Torino,Vanchiglietta,piazza Antonio Fontanesi 2/A,99000,50,3,No,2,1,1950,Buono / Abitabile
05/05/2023,Torino,Cenisia,corso Peschiera 242,209000,82,4,Si,4,1,1940,Ottimo / Ristrutturato
05/05/2023,Torino,Pozzo Strada,via Sant'Antonino 66,95000,50,4,No,2,1,1950,Ottimo / Ristrutturato
05/05/2023,Torino,Borgo Vittoria,via Principe d'Anhalt 3,55000,63,3,No,3,1,,Buono / Abitabile
05/05/2023,Torino,Centro Europa,via Paolo Gaidano 8,285000,160,2,Si,5,2,1972,Ottimo / Ristrutturato
08/05/2023,Torino,San Secondo,via Achille Loria 6,245000,77,2,Si,3,1,1950,Ottimo / Ristrutturato
05/05/2023,Torino,Barriera di Lanzo,via Guglielmo Pepe 16,135000,95,7,Si,4,1,1970,Buono / Abitabile
08/05/2023,Torino,Santa Rita,via tripoli 134,89000,60,2,Si,2,1,1965,Buono / Abitabile
05/05/2023,Torino,Borgo Vittoria,via Costantino Nigra 13,49000,48,2,No,2,1,1960,Buono / Abitabile
05/05/2023,Torino,Campidoglio,corso Svizzera 49,85000,55,2,Si,3,1,1960,Ottimo / Ristrutturato
05/05/2023,Torino,Vanchiglia,via Riccardo Sineo 6,187000,89,0,Si,4,1,1964,Buono / Abitabile
05/05/2023,Torino,Aurora,via camino 16,54000,50,6,Si,2,1,1960,Buono / Abitabile
05/05/2023,Torino,Campidoglio,via Netro 6,115000,65,0,No,3,1,1950,Buono / Abitabile
05/05/2023,Torino,Borgo Vittoria,via Sospello 143,49900,55,2,Si,2,1,1960,Buono / Abitabile
08/05/2023,Torino,San Donato,via Goffredo Casalis 28,320000,140,1,Si,5,2,1900,Buono / Abitabile
05/05/2023,Torino,Barriera di Milano,via Puccini 20,95000,82,5,Si,5,1,1970,Buono / Abitabile
08/05/2023,Torino,Vanchiglia,via Eusebio Bava 47,175000,70,2,No,4,2,1890,Ottimo / Ristrutturato
05/05/2023,Torino,Pozzo Strada,via Monte Ortigara 41,270000,130,7,Si,4,2,,Buono / Abitabile
05/05/2023,Torino,Piazza Solferino,via Pietro Micca,350000,91,2,Si,3,2,1800,Ottimo / Ristrutturato
05/05/2023,Torino,Don Bosco,via Vicenza 4/b,125000,50,5,Si,2,1,1997,Ottimo / Ristrutturato
05/05/2023,Torino,Barriera di Milano,via Giovanni Paisiello 10,49900,55,3,No,2,1,1960,Ottimo / Ristrutturato
05/05/2023,Torino,Borgo Vittoria,via Bibiana 107,229000,150,1,Si,5,2,1992,Ottimo / Ristrutturato
05/05/2023,Torino,Giardini Reali,piazza Vittorio Veneto,810000,229,2,Si,5,2,1900,Buono / Abitabile
05/05/2023,Torino,Barriera di Milano,via Brandizzo 27,59000,70,3,Si,3,1,,Ottimo / Ristrutturato
05/05/2023,Torino,Rebaudengo,piazza Conti di Rebaudengo 3/25,124900,90,3,Si,4,1,1960,Ottimo / Ristrutturato
07/05/2023,Torino,Italia 61,via Ventimiglia,189000,115,4,Si,3,1,1965,Buono / Abitabile
06/05/2023,Torino,San Salvario - Baretti,via Sant'Anselmo 13,445000,165,2,Si,4,2,1900,Ottimo / Ristrutturato
05/05/2023,Torino,Centro Europa,via Francesco Saverio Nitti,168000,110,5,Si,5,1,,Buono / Abitabile
05/05/2023,Torino,Borgo Vittoria,via Michele Coppino 87,79000,80,0,Si,3,1,1970,Ottimo / Ristrutturato
05/05/2023,Torino,Nizza Millefonti,via Casimiro Sperino 23,89000,50,2,Si,2,1,2010,Ottimo / Ristrutturato
05/05/2023,Torino,Cenisia,via Pragelato 1,105000,70,2,Si,3,1,1920,Da ristrutturare
06/05/2023,Torino,Mirafiori Sud - Strada del Drosso,via Monte Sei Busi 19,97000,75,1,No,3,1,1970,Ottimo / Ristrutturato
05/05/2023,Torino,Pozzo Strada,via Stelvio 14,109000,62,0,Si,3,1,2023,Nuovo / In costruzione
05/05/2023,Torino,Pozzo Strada,via Stelvio 14,89000,60,0,Si,3,1,2023,Nuovo / In costruzione
05/05/2023,Torino,Pozzo Strada,via Stelvio 14,160000,80,0,Si,4,2,2023,Nuovo / In costruzione
06/05/2023,Torino,San Salvario - Baretti,via Sant'Anselmo 28,349000,135,1,Si,4,2,1900,Ottimo / Ristrutturato
05/05/2023,Torino,San Paolo,corso Trapani,67000,43,0,No,2,1,1940,Buono / Abitabile
05/05/2023,Torino,Pozzo Strada,via Rubiana,122000,75,0,Si,3,1,,Ottimo / Ristrutturato
05/05/2023,Torino,Barriera di Milano,via Rondissone,62000,75,4,Si,3,1,,Da ristrutturare
08/05/2023,Torino,Regio Parco,corso Taranto 137,149000,95,2,Si,4,1,1960,Ottimo / Ristrutturato
05/05/2023,Torino,Parella,via Nicomede Bianchi 70/3,170000,75,4,Si,3,1,1980,Buono / Abitabile
04/05/2023,Torino,Pozzo Strada,via Sagra di San Michele,169000,90,1,Si,3,1,1967,Ottimo / Ristrutturato
08/05/2023,Torino,Santa Rita,via bainsizza 8//6,209000,110,1,Si,4,1,1970,Buono / Abitabile
04/05/2023,Torino,Campidoglio,corso APPIO CLAUDIO,109000,66,0,Si,2,1,1965,Buono / Abitabile
06/05/2023,Torino,Crocetta,via Marco Polo 43,199000,80,2,Si,3,1,1900,Buono / Abitabile
06/05/2023,Torino,Centro Europa,via RUBINO,170000,85,1,Si,4,1,1970,Ottimo / Ristrutturato
06/05/2023,Torino,Santa Rita,corso Sebastopoli 248,109000,50,4,No,2,1,1967,Ottimo / Ristrutturato
08/05/2023,Torino,Santa Rita,via tripoli 40,135000,70,1,No,3,1,1970,Ottimo / Ristrutturato
06/05/2023,Torino,Parella,piazza del Monastero 9,218000,116,1,No,4,1,1973,Da ristrutturare
08/05/2023,Torino,Pozzo Strada,via Vandalino 123,159000,80,2,Si,3,1,1963,Ottimo / Ristrutturato
04/05/2023,Torino,Parella,via Zumaglia 67B,55000,50,0,No,2,1,1950,Da ristrutturare
04/05/2023,Torino,Parella,via Zumaglia 13,55000,50,0,Si,2,1,1950,Da ristrutturare
04/05/2023,Torino,San Donato,via Principessa Clotilde,66225,75,4,Si,3,4,1967,Buono / Abitabile
05/05/2023,Torino,Mirafiori Sud - Onorato Vigliani,via Francesco Rismondo 12,118000,82,5,Si,3,1,1960,Buono / Abitabile
04/05/2023,Torino,Pozzo Strada,via villafranca Piemonte 6,198000,90,6,Si,3,2,1960,Buono / Abitabile
04/05/2023,Torino,Mirafiori Nord,via Passo Buole 17,135000,75,1,Si,3,1,,Buono / Abitabile
04/05/2023,Torino,Mirafiori Nord,via Passo Buole 17,155000,100,1,Si,4,1,,Ottimo / Ristrutturato
08/05/2023,Torino,Crocetta,corso Carlo e Nello Rosselli 84,249000,85,5,Si,3,1,1960,Buono / Abitabile
04/05/2023,Torino,Aurora,via Aosta 16,105000,45,4,Si,2,1,1970,Ottimo / Ristrutturato
05/05/2023,Torino,Mirafiori Sud - Onorato Vigliani,via Fratelli De Maistre 43,59000,51,1,Si,2,1,1960,Buono / Abitabile
04/05/2023,Torino,Vanchiglietta,corso Cadore 27,135000,60,2,Si,2,1,1960,Buono / Abitabile
08/05/2023,Torino,Quadrilatero Romano,via Corte d'Appello 13c,450000,160,1,Si,4,2,,Ottimo / Ristrutturato
04/05/2023,Torino,Santa Rita,via Paolo Sarpi,109000,75,2,Si,3,1,1960,Da ristrutturare
08/05/2023,Torino,Nizza Millefonti,via Genova 238,189000,96,6,Si,4,1,1960,Buono / Abitabile
04/05/2023,Torino,Mirafiori Sud - Strada del Drosso,via plava 171,87000,90,4,Si,4,1,1965,Buono / Abitabile
05/05/2023,Torino,Santa Rita,via Castelgomberto 44,189000,105,2,Si,3,1,1960,Da ristrutturare
05/05/2023,Torino,Parella,via Ludovico Bellardi 13,75000,40,0,Si,2,1,1960,Ottimo / Ristrutturato
06/05/2023,Torino,Mirafiori Sud - Onorato Vigliani,corso Traiano 68/13,39000,20,0,Si,1,1,1970,Buono / Abitabile
08/05/2023,Torino,Madonna di Campagna,via Borgaro 72,108000,118,4,Si,4,2,1956,Ottimo / Ristrutturato
04/05/2023,Torino,Crocetta,via Antonio Genovesi,149000,57,5,Si,3,1,1906,Buono / Abitabile
04/05/2023,Torino,Santa Rita,corso Giovanni Agnelli 98,83000,55,2,Si,2,1,1960,Ottimo / Ristrutturato
05/05/2023,Torino,Santa Rita,corso Cesare Correnti 39,155000,93,1,Si,3,1,1970,Buono / Abitabile
04/05/2023,Torino,Don Bosco,via Don Giovanni Bosco 65,49000,45,3,No,2,1,,Da ristrutturare
04/05/2023,Torino,Don Bosco,via Don Giovanni Bosco 65,98000,88,3,No,4,2,,Da ristrutturare
04/05/2023,Torino,Don Bosco,via Don Giovanni Bosco 65,49000,43,3,No,2,1,,Da ristrutturare
04/05/2023,Torino,Santa Rita,corso Cosenza 54,149000,72,4,Si,3,1,,Da ristrutturare
08/05/2023,Torino,Crocetta,corso Re Umberto 146,220000,106,0,Si,4,1,1958,Da ristrutturare
04/05/2023,Torino,Parella,via Rochemolles 15,129000,105,3,No,3,1,1930,Buono / Abitabile
05/05/2023,Torino,Campidoglio,via Balme 23,194000,90,0,Si,3,1,1950,Ottimo / Ristrutturato
04/05/2023,Torino,Parella,via Ludovico Bellardi 104,220000,100,0,No,4,2,,Ottimo / Ristrutturato
04/05/2023,Torino,Cenisia,corso Vittorio Emanuele II 225,180000,92,2,Si,3,1,1950,Buono / Abitabile
04/05/2023,Torino,Santa Rita,via San Marino 89/7,41500,35,3,No,1,1,1940,Ottimo / Ristrutturato
04/05/2023,Torino,Lingotto,via Asuncion,60000,60,4,Si,2,1,1962,Nuovo / In costruzione
04/05/2023,Torino,Aurora,corso Emilia,48000,50,4,No,2,1,,Buono / Abitabile
04/05/2023,Torino,Pozzo Strada,via Ozieri 23,45000,53,0,Si,2,1,1960,Buono / Abitabile
06/05/2023,Torino,Pozzo Strada,corso Trapani 56,155000,100,0,Si,4,1,,Ottimo / Ristrutturato
04/05/2023,Torino,Barriera di Milano,via Leinì 52,65000,73,1,No,5,2,1960,Buono / Abitabile
08/05/2023,Torino,Le Vallette,via delle Pervinche 79,79000,138,2,No,4,1,1960,Da ristrutturare
04/05/2023,Torino,Parella,piazza Tommaso Campanella 21,82000,55,3,Si,2,1,,Ottimo / Ristrutturato
04/05/2023,Torino,San Paolo,corso Racconigi 128,85000,55,5,Si,2,1,1940,Ottimo / Ristrutturato
04/05/2023,Torino,Santa Rita,via Gradisca 77,66000,56,A,Si,2,1,1970,Buono / Abitabile
04/05/2023,Torino,Campidoglio,via Carisio 11,90000,72,2,Si,3,1,1957,Buono / Abitabile
04/05/2023,Torino,Madonna di Campagna,via Borgaro,83000,52,2,No,3,1,1960,Buono / Abitabile
04/05/2023,Torino,Lingotto,via Madonna delle Rose 18,98000,80,2,Si,3,1,1970,Buono / Abitabile
07/05/2023,Torino,Santa Rita,via Mombarcaro 92,165000,58,1,No,2,1,1960,Ottimo / Ristrutturato
08/05/2023,Torino,Mirafiori Sud - Strada del Drosso,via Buriasco 2,110000,80,2,Si,3,2,1970,Buono / Abitabile
04/05/2023,Torino,Barriera di Milano,via Cherubini,79000,70,2,No,3,1,,Buono / Abitabile
04/05/2023,Torino,Bertolla,Terratetto unifamiliare Strada Comunale di Bertolla 27,120000,173,2,No,3,1,1900,Da ristrutturare
04/05/2023,Torino,Barriera di Milano,via Scarlatti,59000,58,0,No,2,1,,
13/06/2023,Torino,Parella,via Borgosesia,66000,82,1,Si,3,1,1986,Buono / Abitabile
04/05/2023,Torino,Parella,via Borgosesia 44,53000,55,0,Si,1,1,1955,Da ristrutturare
05/05/2023,Torino,Lingotto,via Tunisi 63/1,110000,90,1,Si,4,1,1960,Da ristrutturare
08/05/2023,Torino,Santa Rita,via Bene Vagienna 24,310000,86,4,Si,3,1,2022,Nuovo / In costruzione
05/05/2023,Torino,Santa Rita,via Lanusei 4,269000,100,5,Si,4,2,1995,Ottimo / Ristrutturato
03/05/2023,Torino,San Paolo,via Sestriere 26,415000,183,0,No,5,1,1940,Ottimo / Ristrutturato
08/05/2023,Torino,Regio Parco,via pietracqua 29,89000,85,4,No,4,1,1900,Buono / Abitabile
03/05/2023,Torino,Barriera di Milano,via Giovanni Paisiello,87000,137,4,No,4,4,1967,Buono / Abitabile
03/05/2023,Torino,Campidoglio,via Carisio,71100,72,1,Si,3,1,1967,Buono / Abitabile
04/05/2023,Torino,Regio Parco,via Sandro Botticelli 180,78000,62,1,Si,2,1,1970,Ottimo / Ristrutturato
06/05/2023,Torino,San Salvario - Dante,via Nizza 89,144000,60,3,No,1,1,1920,Buono / Abitabile
08/05/2023,Torino,Lucento,via Pietro Cossa 280/4,129000,78,3,Si,3,1,1995,Buono / Abitabile
04/05/2023,Torino,Barriera di Milano,via Renato Martorelli 26,39000,55,5,No,2,1,1940,Buono / Abitabile
03/05/2023,Torino,Lucento,via Mario Crimi 3,149000,85,3,Si,3,1,1970,Buono / Abitabile
03/05/2023,Torino,Mirafiori Sud - Onorato Vigliani,via Michele Amari 16,69000,50,4,Si,2,1,1960,Ottimo / Ristrutturato
04/05/2023,Torino,Parco Dora,via Verolengo,120000,61,2,Si,2,1,2013,Ottimo / Ristrutturato
03/05/2023,Torino,Lingotto,via Filadelfia 41,129000,76,1,Si,3,1,1960,Buono / Abitabile
08/05/2023,Torino,Cenisia,via venasca 22,84000,60,0,No,2,1,1960,Buono / Abitabile
04/05/2023,Torino,Gran Madre - Crimea,via Luisa del Carretto 74/C,315000,105,3,No,3,2,1957,Buono / Abitabile
03/05/2023,Torino,Lucento,via Parenzo 22,45000,40,3,No,2,1,1950,Buono / Abitabile
08/05/2023,Torino,Santa Rita,via Veglia 57,259000,100,6,Si,4,2,1990,Buono / Abitabile
04/05/2023,Torino,San Paolo,via Rivalta 48,96000,51,2,Si,2,1,1940,Buono / Abitabile
08/05/2023,Torino,Santa Rita,via Boston 122 122,150000,97,0,Si,2,1,2002,Buono / Abitabile
04/05/2023,Torino,Centro Europa,via Paolo Gaidano 8,360000,220,7,Si,5,2,1972,Buono / Abitabile
04/05/2023,Torino,Pozzo Strada,via rieti 23,115000,80,2,Si,3,1,1960,Da ristrutturare
04/05/2023,Torino,Parella,via Masera 5,99000,75,4,No,3,1,1960,Da ristrutturare
06/05/2023,Torino,Pozzo Strada,via rieti 11,95000,60,2,No,2,1,1940,Ottimo / Ristrutturato
08/05/2023,Torino,Quadrilatero Romano,via Antonio Fabro,575000,190,3,Si,5,3,1900,Ottimo / Ristrutturato
03/05/2023,Torino,Barriera di Milano,via Vestignè 4,158000,119,2,No,3,1,1920,Buono / Abitabile
03/05/2023,Torino,Campidoglio,via Balme 23,194000,95,0,No,3,2,1950,Ottimo / Ristrutturato
07/05/2023,Torino,San Paolo,via Monginevro,298000,82,6,Si,3,1,2015,Nuovo / In costruzione
03/05/2023,Torino,Vanchiglia,via Giovanni Francesco Napione 33,95000,55,1,Si,2,1,1960,Buono / Abitabile
03/05/2023,Torino,San Salvario - Baretti,corso Vittorio Emanuele II 5,398000,102,3,Si,4,2,1960,Ottimo / Ristrutturato
03/05/2023,Torino,Cenisia,via Revello,240000,98,0,Si,4,1,1948,Ottimo / Ristrutturato
05/05/2023,Torino,San Donato,via Amedeo Peyron 36,480000,166,3,Si,5,2,,Buono / Abitabile
03/05/2023,Torino,Barriera di Lanzo,via Reiss Romoli 52,389000,220,0,No,5,2,,Ottimo / Ristrutturato
03/05/2023,Torino,Cavoretto,corso Moncalieri 236,159000,60,2,No,1,1,1939,Nuovo / In costruzione
03/05/2023,Torino,San Salvario - Dante,corso Massimo D'azeglio 106,1380000,237,4,Si,5,3,1960,Ottimo / Ristrutturato
07/05/2023,Torino,Rebaudengo,via Rocco Scotellaro 67,148000,106,0,Si,4,2,1970,Ottimo / Ristrutturato
05/05/2023,Torino,Santa Rita,via Baltimora 152,125000,84,1,Si,4,1,,Ottimo / Ristrutturato
03/05/2023,Torino,Santa Rita,corso Sebastopoli 280,260000,105,4,Si,4,2,,Ottimo / Ristrutturato
03/05/2023,Torino,Santa Rita,via Filadelfia 132,419000,210,9,Si,5,3,1970,Da ristrutturare
05/05/2023,Torino,Aurora,via Francesco Cigna 41,118000,74,6,Si,2,1,,
05/05/2023,Torino,Barriera di Milano,piazza Domenico Cimarosa 45,190000,110,7,Si,4,1,1980,Ottimo / Ristrutturato
08/05/2023,Torino,San Salvario - Dante,via Saluzzo 52,78000,47,1,Si,1,1,2000,Ottimo / Ristrutturato
02/05/2023,Torino,Pozzo Strada,via Bardonecchia,75000,68,3,Si,2,1,,Buono / Abitabile
04/05/2023,Torino,Campidoglio,corso Alessandro Tassoni 45,320000,165,5,No,5,2,1960,
04/05/2023,Torino,Santa Rita,corso Carlo e Nello Rosselli,75000,55,0,Si,2,1,1965,Buono / Abitabile
03/05/2023,Torino,Vanchiglia,corso Regina Margherita 5,79000,50,4,Si,2,1,,Buono / Abitabile
13/06/2023,Torino,Rebaudengo,via Giovanni Cena,31500,59,1,Si,3,1,1986,Buono / Abitabile
04/07/2023,Torino,Barriera di Milano,via Giovanni Paisiello,87000,137,1,Si,5,1,1986,Buono / Abitabile
13/06/2023,Torino,Cavoretto,corso Moncalieri,87000,58,1,Si,3,1,1986,Buono / Abitabile
11/07/2023,Torino,Campidoglio,via Carisio,71100,72,1,Si,3,1,1986,Buono / Abitabile
14/07/2023,Torino,Barriera di Milano,via PONT,69000,86,1,Si,3,1,1986,Buono / Abitabile
03/05/2023,Torino,Crocetta,via Giuseppe Piazzi 7,75000,25,6,No,1,1,1946,Buono / Abitabile
08/05/2023,Torino,Città Giardino,via Giacomo Balla 1,224000,126,6,Si,4,1,1973,Buono / Abitabile
05/05/2023,Torino,Parella,via Valgioie 86,208000,95,4,Si,3,1,1969,Da ristrutturare
03/05/2023,Torino,Santa Rita,corso SEBASTOPOLI,374000,198,2,Si,5,2,1962,Da ristrutturare
05/05/2023,Torino,Parella,via Baveno 55,109000,60,0,No,2,1,1950,Buono / Abitabile
06/05/2023,Torino,Parella,corso Monte Grappa 35,128000,80,1,Si,3,1,1959,Da ristrutturare
08/05/2023,Torino,Santa Rita,via SAN MARINO 120,109000,50,3,Si,2,1,1965,Ottimo / Ristrutturato
02/05/2023,Torino,Borgo Vittoria,via Casteldelfino 8,69000,70,3,Si,2,1,1970,Ottimo / Ristrutturato
04/05/2023,Torino,San Salvario - Dante,via Tommaso Grossi 1,95000,31,6,Si,1,1,1970,Buono / Abitabile
05/05/2023,Torino,Madonna di Campagna,corso Grosseto 266,119000,78,1,Si,3,1,1970,Ottimo / Ristrutturato
08/05/2023,Torino,San Salvario - Baretti,corso Vittorio Emanuele II 5,398000,102,3,Si,3,2,1960,Ottimo / Ristrutturato
06/05/2023,Torino,Crocetta,via Antonio Pigafetta 40,378000,116,4,Si,4,2,1820,Ottimo / Ristrutturato
02/05/2023,Torino,Lingotto,corso Unione Sovietica 245,129000,83,1,Si,3,1,1960,Buono / Abitabile
04/05/2023,Torino,Cavoretto,piazza Zara 1,158000,80,1,Si,3,1,1935,Buono / Abitabile
04/05/2023,Torino,Mirafiori Nord,corso Traiano 27,179000,100,9,Si,4,2,1965,Ottimo / Ristrutturato
05/05/2023,Torino,Barriera di Lanzo,via venaria 148,149000,83,4,Si,3,1,1990,Buono / Abitabile
02/05/2023,Torino,Mirafiori Sud - Strada del Drosso,via Pramollo,167000,115,4,Si,4,1,1960,Ottimo / Ristrutturato
08/05/2023,Torino,Mirafiori Sud - Onorato Vigliani,via Matteo Bartoli 10,115000,80,2,No,3,1,1970,Buono / Abitabile
02/05/2023,Torino,San Paolo,via Isonzo 123/12,145000,60,2,Si,2,1,2000,Ottimo / Ristrutturato
04/05/2023,Torino,Pozzo Strada,via Rubiana 62,99000,70,3,No,3,1,1950,Buono / Abitabile
08/05/2023,Torino,Cavoretto,corso Moncalieri 454,110000,63,2,No,3,1,1930,Ottimo / Ristrutturato
03/05/2023,Torino,Nizza Millefonti,via finalmarina 23,100000,75,4,No,3,1,1960,Buono / Abitabile
03/05/2023,Torino,Madonna del Pilone,corso Casale 235,188000,80,2,No,3,1,1965,Ottimo / Ristrutturato
04/05/2023,Torino,Crocetta,corso Mediterraneo 114,1050000,259,2,Si,5,3,2010,Ottimo / Ristrutturato
06/05/2023,Torino,Pozzo Strada,Monolocale Strada Antica di Grugliasco 271,115000,58,4,Si,1,1,2014,Ottimo / Ristrutturato
02/05/2023,Torino,Borgo Vittoria,via Breglio 105,125000,85,2,Si,3,1,1950,Da ristrutturare
02/05/2023,Torino,Cenisia,via Perosa 19,185000,70,1,Si,3,1,2006,Ottimo / Ristrutturato
02/05/2023,Torino,Mirafiori Nord,corso Cosenza 61,258000,122,3,Si,4,1,1973,Ottimo / Ristrutturato
02/05/2023,Torino,Crocetta,via Giovanni da Verrazzano 55,129000,42,0,No,2,1,1900,Buono / Abitabile
08/05/2023,Torino,Pozzo Strada,via Francesco De Sanctis 76,129500,73,5,Si,3,1,1955,Ottimo / Ristrutturato
02/05/2023,Torino,Mirafiori Nord,via Guido Reni 213/12,120000,75,3,No,3,1,1958,Da ristrutturare
02/05/2023,Torino,Campidoglio,via Luigi Cibrario,165000,100,6,Si,4,1,1970,Buono / Abitabile
02/05/2023,Torino,Mirafiori Sud - Onorato Vigliani,via Michele Amari,93000,82,0,No,3,1,1956,Buono / Abitabile
02/05/2023,Torino,Italia 61,via Caramagna 32,118000,52,3,Si,2,1,1960,Buono / Abitabile
04/05/2023,Torino,Borgo Vittoria,via Leonardo Fea 30,25000,25,5,Si,1,1,1960,Da ristrutturare
02/05/2023,Torino,Parella,via Sostegno 65 bis 30,84000,65,0,No,2,1,1960,Ottimo / Ristrutturato
02/05/2023,Torino,Pozzo Strada,corso Monte Cucco 146,158000,93,2,Si,3,1,1964,Buono / Abitabile
05/05/2023,Torino,Mirafiori Nord,via Canelli 83,59000,55,0,No,2,1,,Ottimo / Ristrutturato
02/05/2023,Torino,Parella,via Valgioie 84,220000,125,2,Si,4,1,1968,Buono / Abitabile
02/05/2023,Torino,Quadrilatero Romano,via Bligny 5,748000,185,4,Si,5,2,1700,Ottimo / Ristrutturato
05/05/2023,Torino,Madonna di Campagna,via Viterbo 145,48000,56,4,Si,2,1,1958,Da ristrutturare
02/05/2023,Torino,Pozzo Strada,via Luigi Ferdinando Marsigli 98,159000,70,2,Si,3,1,1975,Ottimo / Ristrutturato
03/05/2023,Torino,Nizza Millefonti,via Varaita 13,159000,105,1,Si,4,1,1950,Buono / Abitabile
03/05/2023,Torino,Mirafiori Sud - Onorato Vigliani,via Candiolo 24,145000,55,1,Si,2,1,2010,Nuovo / In costruzione
05/05/2023,Torino,Parella,via Exilles 23,390000,153,2,Si,5,2,1990,Ottimo / Ristrutturato
05/05/2023,Torino,Lingotto,via Tunisi 49,119000,59,2,Si,2,1,1975,Buono / Abitabile
04/05/2023,Torino,Cenisia,via Villar Focchiardo 15/A,278000,129,3,No,4,2,2023,Nuovo / In costruzione
02/05/2023,Torino,Quadrilatero Romano,via Bellezia 15,290000,100,1,No,3,1,,Buono / Abitabile
04/05/2023,Torino,Mirafiori Sud - Strada del Drosso,via Pramollo 2,140000,70,3,Si,2,1,,Ottimo / Ristrutturato
03/05/2023,Torino,Parella,via Nicomede Bianchi 35,125000,75,1,No,3,1,1940,Buono / Abitabile
02/05/2023,Torino,Lucento,via Pianezza 43,59000,40,3,Si,2,1,2006,Buono / Abitabile
05/05/2023,Torino,Vanchiglia,corso Regina Margherita 72/74,259000,70,6,Si,1,1,,Buono / Abitabile
08/05/2023,Torino,Parella,via Valentino Carrera 40,148000,90,1,No,4,1,1951,Ottimo / Ristrutturato
04/05/2023,Torino,Cenisia,via Vigone 33,199000,97,2,Si,4,2,,Buono / Abitabile
02/05/2023,Torino,Pozzo Strada,corso Monte Cucco 103,85000,66,7,Si,2,1,1967,Da ristrutturare
04/05/2023,Torino,San Salvario - Dante,via Benvenuto Cellini 28,210000,100,4,Si,4,1,1940,Buono / Abitabile
02/05/2023,Torino,Borgo Vittoria,via Ciamarella,75000,65,2,No,3,2,1970,Ottimo / Ristrutturato
02/05/2023,Torino,Aurora,corso Emilia 30,79000,80,3,Si,3,1,,Buono / Abitabile
02/05/2023,Torino,Crocetta,via Governolo,255000,170,0,No,5,1,1930,Buono / Abitabile
03/05/2023,Torino,Mirafiori Sud - Onorato Vigliani,corso Piero Maroncelli 7,150000,65,6,Si,2,1,,Ottimo / Ristrutturato
04/05/2023,Torino,Cenisia,via Villar Focchiardo 15/A,278000,129,3,No,4,2,2023,Nuovo / In costruzione
05/05/2023,Torino,Madonna di Campagna,via Bernardino Luini 83,56000,52,5,Si,2,1,1960,Buono / Abitabile
02/05/2023,Torino,Barriera di Milano,via Ruggero Leoncavallo 45,199000,130,8,Si,4,2,1950,Ottimo / Ristrutturato
08/05/2023,Torino,Pozzo Strada,via Monginevro 259,159000,92,3,Si,3,1,1965,Buono / Abitabile
03/05/2023,Torino,Madonna del Pilone,corso casale 235,145000,85,1,No,3,1,1950,Buono / Abitabile
03/05/2023,Torino,Parella,via Vittorio Asinari di Bernezzo 68,310000,175,3,Si,5,2,1968,Da ristrutturare
02/05/2023,Torino,Barriera di Milano,via Luigi Salvatore Cherubini 20,30900,55,5,No,2,1,1970,Buono / Abitabile
02/05/2023,Torino,Le Vallette,corso Ferrara 31,99000,85,0,No,4,1,1960,Buono / Abitabile
02/05/2023,Torino,Don Bosco,via SONDRIO,140000,55,2,No,3,1,,
02/05/2023,Torino,San Donato,via PIERDIONIGI PINELLI,138000,68,0,No,3,1,,
08/05/2023,Torino,Aurora,corso Brescia 28,149000,91,4,Si,3,1,,Buono / Abitabile
08/05/2023,Torino,San Donato,via Pietro Piffetti 25,495000,200,1,Si,5,3,1972,Ottimo / Ristrutturato
03/05/2023,Torino,Madonna del Pilone,corso Casale,119000,67,2,No,3,1,1900,Buono / Abitabile
04/05/2023,Torino,Mirafiori Nord,via Felizzano 20,170000,96,4,Si,3,2,1996,Ottimo / Ristrutturato
04/05/2023,Torino,Aurora,corso Emilia 30,129000,81,2,Si,3,1,1950,Ottimo / Ristrutturato
05/05/2023,Torino,Campidoglio,corso Lecce,119000,80,6,Si,3,1,1970,Da ristrutturare
01/05/2023,Torino,Aurora,corso Principe Oddone 50,72000,68,2,Si,2,1,1930,Ottimo / Ristrutturato
08/05/2023,Torino,Madonna di Campagna,via Borgaro,186000,80,5,Si,3,1,,Nuovo / In costruzione
08/05/2023,Torino,Madonna di Campagna,piazza Ruggero Bonghi,235000,90,1,Si,3,1,,Nuovo / In costruzione
08/05/2023,Torino,Vanchiglietta,via Rimini,291000,90,5,Si,3,1,,Nuovo / In costruzione
08/05/2023,Torino,Vanchiglia,via Vanchiglia,363000,125,4,Si,4,1,,Nuovo / In costruzione
08/05/2023,Torino,Santa Rita,via Buenos Aires,235000,90,2,Si,3,1,,Nuovo / In costruzione
08/05/2023,Torino,San Salvario - Dante,via Antonio Canova,281000,90,5,Si,3,1,,Nuovo / In costruzione
08/05/2023,Torino,Mirafiori Nord,via Canelli,184000,80,4,Si,3,1,,Nuovo / In costruzione
08/05/2023,Torino,San Salvario - Dante,via Nizza,321000,100,2,Si,3,1,,Nuovo / In costruzione
08/05/2023,Torino,Barriera di Milano,via Desana,191000,85,5,Si,3,1,,Nuovo / In costruzione
08/05/2023,Torino,Vanchiglietta,corso Belgio,285000,90,7,Si,5,1,,Nuovo / In costruzione
08/05/2023,Torino,Don Bosco,via Don Giovanni Bosco,161000,75,2,No,3,1,,Nuovo / In costruzione
